date,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm
2021-11-28,2.2,0.1,2.9,2.3
2021-11-29,4.3,2.3,7.7,5.3
2021-11-30,5.7,0.8,9.5,7.9
2021-12-01,-0.8,-3.9,0.2,0.0
2021-12-02,-3.2,-4.5,-1.3,1.5
2021-12-03,3.1,-3.5,6.0,2.0
2021-12-04,-0.3,-3.1,6.3,4.3
2021-12-05,-5.3,-6.8,-2.1,0.0
2021-12-06,-5.1,-8.8,-1.4,0.0
2021-12-07,-1.5,-4.1,0.8,2.0
2021-12-08,1.3,-1.2,1.7,2.0
2021-12-09,0.4,-0.6,1.5,1.0
2021-12-10,-6.2,-9.2,-1.4,0.0
2021-12-11,-11.6,-14.3,-9.1,0.0
2021-12-12,-7.9,-11.6,-4.5,0.0
2021-12-13,-4.9,-7.8,-2.9,0.0
2021-12-14,-4.3,-4.8,-3.9,0.0
2021-12-15,-3.2,-4.6,-1.3,0.0
2021-12-16,-1.6,-2.7,0.2,1.0
2021-12-17,0.6,-1.5,1.6,0.5
2021-12-18,-1.4,-4.7,-0.4,0.4
2021-12-19,-2.1,-3.4,0.0,4.1
2021-12-20,-4.4,-7.9,-0.1,1.8
2021-12-21,-15.2,-20.1,-7.7,0.8
2021-12-22,-21.2,-23.2,-19.6,0.0
2021-12-23,-19.4,-24.7,-15.8,0.3
2021-12-24,-16.6,-19.0,-14.6,0.3
2021-12-25,-7.8,-18.3,0.0,7.9
2021-12-26,-11.6,-15.0,-8.1,0.0
2021-12-27,-13.0,-14.9,-6.7,0.0
2021-12-28,-12.1,-15.4,-9.5,0.0
2021-12-29,-11.2,-16.9,-11.1,0.3
2021-12-30,-8.7,-10.5,-7.1,0.4
2021-12-31,-6.4,-8.3,-3.7,0.3
2022-01-01,-2.6,-5.5,-1.8,8.6
2022-01-02,-5.9,-9.2,-1.5,2.5
2022-01-03,-10.4,-12.6,-9.2,0.3
2022-01-04,-11.1,-14.4,-9.2,0.0
2022-01-05,-7.2,-10.7,1.8,8.9
2022-01-06,0.9,-6.2,1.5,6.1
2022-01-07,-1.9,-8.3,0.8,2.0
2022-01-08,-6.8,-11.3,-5.5,1.3
2022-01-09,-8.9,-13.1,-6.0,0.0
2022-01-10,-4.7,-7.1,-4.1,0.8
2022-01-11,-7.8,-9.4,-4.1,1.3
2022-01-12,-10.0,-11.9,-8.3,6.1
2022-01-13,-14.1,-18.3,-7.4,1.0
2022-01-14,-3.4,-18.8,0.4,10.9
2022-01-15,-2.9,-4.4,-1.9,6.4
2022-01-16,-5.2,-8.4,-3.5,0.5
2022-01-17,-5.8,-11.5,-1.6,0.8
2022-01-18,-0.4,-3.5,0.8,6.1
2022-01-19,-8.1,-10.5,-1.8,3.6
2022-01-20,-10.2,-12.7,-8.3,0.3
2022-01-21,-7.4,-11.0,-3.8,2.0
2022-01-22,-5.8,-7.0,-4.8,1.3
2022-01-23,-6.8,-10.2,-5.7,0.3
2022-01-24,-7.6,-9.9,-3.7,0.0
2022-01-25,-13.1,-17.6,-8.1,0.0
2022-01-26,-11.5,-12.7,-8.5,1.5
2022-01-27,-10.3,-14.3,-8.6,0.3
2022-01-28,-9.4,-13.0,-6.8,0.0
2022-01-29,-6.2,-8.3,-3.5,3.8
2022-01-30,-2.7,-5.7,-0.6,0.3
2022-01-31,-0.9,-3.8,1.6,0.5
2022-02-01,-1.7,-4.0,-0.2,3.3
2022-02-02,-4.0,-9.6,-1.9,0.3
2022-02-03,-6.8,-8.7,-3.7,0.0
2022-02-04,-5.8,-7.4,-3.7,0.8
2022-02-05,-8.9,-12.1,-6.8,0.0
2022-02-06,-8.9,-12.1,-5.5,0.5
2022-02-07,-2.6,-8.8,1.3,0.5
2022-02-08,0.3,-1.5,1.1,1.0
2022-02-09,-0.9,-5.4,0.2,0.7
2022-02-10,-1.8,-5.4,0.7,0.5
2022-02-11,-0.4,-3.2,0.0,1.0
2022-02-12,-2.6,-6.5,-0.2,1.0
2022-02-13,-5.3,-9.0,-1.3,0.0
2022-02-14,-5.6,-9.0,-3.7,0.0
2022-02-15,-5.4,-8.7,-1.6,0.0
2022-02-16,-4.3,-10.1,1.5,0.0
2022-02-17,0.2,-3.3,2.3,0.3
2022-02-18,1.6,-1.6,2.8,2.5
2022-02-19,0.8,-2.5,3.6,2.0
2022-02-20,1.5,-3.2,2.7,1.0
2022-02-21,-0.6,-3.5,0.8,0.5
2022-02-22,2.0,-0.8,2.8,1.3
2022-02-23,1.4,-1.5,3.1,0.0
2022-02-24,-0.7,-7.5,1.9,0.0
2022-02-25,-2.2,-8.3,2.9,0.0
2022-02-26,0.2,-1.4,1.2,2.0
2022-02-27,-0.4,-1.1,0.3,7.1
2022-02-28,1.1,-0.1,2.6,3.6
2022-03-01,0.4,-5.9,5.4,0.0
2022-03-02,-1.7,-9.0,5.4,0.0
2022-03-03,-0.8,-2.5,-0.2,0.7
2022-03-04,-0.4,-1.9,1.1,6.1
2022-03-05,-2.2,-4.6,-0.8,1.0
2022-03-06,-4.2,-6.1,-1.7,0.0
2022-03-07,-3.9,-7.1,-1.6,0.0
2022-03-08,-2.9,-6.1,1.2,0.0
2022-03-09,-7.2,-11.8,-4.1,0.0
2022-03-10,-9.3,-14.2,-4.5,0.0
2022-03-11,-10.8,-15.5,-4.9,0.0
2022-03-12,-10.1,-20.7,-2.5,0.0
2022-03-13,-6.5,-16.3,-1.7,0.0
2022-03-14,-1.1,-5.0,1.9,0.3
2022-03-15,-4.1,-7.8,-1.2,0.5
2022-03-16,-6.8,-11.7,-1.8,0.0
2022-03-17,-6.8,-11.9,-0.8,0.0
2022-03-18,-5.0,-11.7,1.8,0.0
2022-03-19,-4.3,-13.3,1.8,0.0
2022-03-20,0.6,-6.1,5.6,0.0
2022-03-21,3.5,-2.4,8.3,0.0
2022-03-22,1.7,-4.8,6.2,0.0
2022-03-23,3.0,-2.8,8.5,0.0
2022-03-24,1.7,-5.0,3.8,0.0
2022-03-25,3.0,-5.8,7.8,0.0
2022-03-26,2.2,-2.1,6.5,3.9
2022-03-27,-1.8,-5.1,1.5,2.3
2022-03-28,-3.5,-7.3,2.0,0.0
2022-03-29,3.9,-3.8,7.2,2.0
2022-03-30,1.7,-1.0,4.0,0.0
2022-03-31,0.9,-0.6,3.6,3.0
2022-04-01,1.1,0.1,2.2,12.4
2022-04-02,5.7,0.8,16.7,9.1
2022-04-03,3.3,-0.5,8.3,2.3
2022-04-04,0.3,-3.6,3.7,1.0
2022-04-05,1.7,-3.8,6.0,0.0
2022-04-06,2.4,0.4,5.7,5.3
2022-04-07,4.7,-0.8,11.7,8.4
2022-04-08,11.3,4.4,16.4,0.0
2022-04-09,8.7,5.2,12.6,1.9
2022-04-10,12.6,5.4,17.8,0.0
2022-04-11,16.3,11.8,19.2,0.3
2022-04-12,14.1,8.3,18.8,0.0
2022-04-13,13.2,7.6,18.4,0.0
2022-04-14,7.6,5.3,10.8,0.0
2022-04-15,8.4,4.0,12.8,0.0
2022-04-16,9.6,3.6,13.6,0.3
2022-04-17,3.8,2.2,7.4,10.4
2022-04-18,3.4,0.9,8.7,3.1
2022-04-19,12.0,6.5,17.5,1.4
2022-04-20,7.2,5.6,11.0,4.5
2022-04-21,9.9,7.3,14.9,12.7
2022-04-22,9.5,3.3,13.8,0.0
2022-04-23,10.3,2.0,17.2,0.0
2022-04-24,11.8,3.3,17.8,3.2
2022-04-25,15.6,9.8,21.5,0.5
2022-04-26,16.2,10.3,23.0,0.0
2022-04-27,11.4,6.6,19.5,0.5
2022-04-28,6.5,1.6,10.3,0.0
2022-04-29,6.7,1.1,12.3,0.0
2022-04-30,6.3,-0.1,10.4,0.3
2022-05-01,6.8,-0.1,11.9,0.0
2022-05-02,9.6,1.2,13.6,0.0
2022-05-03,13.2,6.4,18.6,0.0
2022-05-04,10.0,1.0,15.5,0.5
2022-05-05,5.0,1.5,10.2,0.5
2022-05-06,5.9,-3.0,12.0,0.0
2022-05-07,10.5,0.6,17.5,0.0
2022-05-08,11.4,3.2,17.0,0.0
2022-05-09,9.0,4.4,17.2,0.0
2022-05-10,4.6,1.9,8.5,0.3
2022-05-11,8.2,2.1,10.6,14.0
2022-05-12,14.0,9.2,19.7,0.0
2022-05-13,14.4,10.8,16.3,0.0
2022-05-14,13.3,7.6,18.5,0.0
2022-05-15,11.7,8.4,16.2,1.0
2022-05-16,10.3,7.1,15.2,0.0
2022-05-17,7.8,5.0,9.4,6.1
2022-05-18,10.9,8.0,15.0,8.9
2022-05-19,10.3,6.2,14.4,1.3
2022-05-20,9.0,3.6,12.7,0.0
2022-05-21,9.8,0.4,15.6,0.0
2022-05-22,10.5,3.1,18.0,0.0
2022-05-23,7.3,1.3,11.8,0.0
2022-05-24,9.8,4.5,16.4,0.0
2022-05-25,7.2,2.8,11.1,0.0
2022-05-26,14.1,4.0,22.1,0.0
2022-05-28,12.5,8.3,17.5,5.1
2022-05-29,13.3,7.6,19.1,0.0
2022-05-30,15.3,5.8,22.3,0.0
2022-05-31,18.0,8.0,25.5,0.0
2022-06-01,16.1,12.6,18.9,7.9
2022-06-02,20.1,13.7,27.4,3.0
2022-06-03,19.4,13.5,26.7,0.0
2022-06-04,16.3,11.3,21.2,0.0
2022-06-05,17.7,9.1,22.9,0.0
2022-06-06,17.6,10.8,22.0,0.5
2022-06-07,16.6,12.0,21.5,0.0
2022-06-08,17.3,11.3,22.4,0.0
2022-06-09,19.6,8.8,25.2,0.0
2022-06-10,20.7,10.6,29.1,3.0
2022-06-11,22.1,16.7,26.5,0.0
2022-06-12,18.3,12.7,25.3,0.0
2022-06-13,19.2,8.5,26.4,0.0
2022-06-14,21.1,14.7,27.4,0.0
2022-06-15,18.1,16.3,21.3,2.3
2022-06-16,18.1,13.9,23.8,0.0
2022-06-17,19.0,9.5,24.2,0.0
2022-06-18,18.1,10.7,22.7,0.0
2022-06-19,20.6,12.7,25.4,0.0
2022-06-20,20.3,15.9,26.7,0.0
2022-06-21,18.8,12.7,24.9,5.1
2022-06-22,17.6,14.2,20.7,0.0
2022-06-23,18.9,15.4,22.1,1.0
2022-06-24,19.8,14.3,25.5,0.0
2022-06-25,21.2,13.3,27.9,0.0
2022-06-26,22.6,15.3,29.3,0.0
2022-06-27,24.0,11.7,30.3,0.0
2022-06-28,21.8,14.9,26.6,0.0
2022-06-29,16.6,9.7,22.8,0.0
2022-06-30,18.1,8.3,23.2,0.0
2022-07-01,13.7,11.6,18.5,1.0
2022-07-02,17.8,10.3,23.9,0.0
2022-07-03,20.6,14.2,27.5,0.0
2022-07-04,20.9,13.9,27.3,0.0
2022-07-05,21.3,10.3,29.0,0.0
2022-07-06,22.3,11.7,29.5,0.0
2022-07-07,23.3,15.6,29.9,0.0
2022-07-08,25.8,15.3,32.8,0.0
2022-07-09,25.1,17.4,32.7,0.0
2022-07-10,24.9,18.5,33.4,0.0
2022-07-11,24.6,18.0,34.3,4.1
2022-07-12,22.9,18.3,28.5,2.0
2022-07-13,21.0,13.0,27.0,0.0
2022-07-14,17.6,15.6,26.1,6.1
2022-07-15,19.3,13.8,25.9,0.3
2022-07-16,20.4,15.6,26.6,1.0
2022-07-17,19.1,14.5,24.6,2.0
2022-07-18,16.7,14.4,22.1,11.9
2022-07-19,16.8,12.7,21.6,23.9
2022-07-20,15.6,12.1,21.1,7.1
2022-07-21,14.3,12.9,17.5,17.0
2022-07-22,18.5,13.5,24.0,0.5
2022-07-23,20.2,14.7,27.8,4.1
2022-07-24,22.6,14.7,29.0,0.0
2022-07-25,22.3,16.6,28.9,0.0
2022-07-26,22.7,15.4,28.2,0.2
2022-07-27,23.8,17.0,30.6,0.0
2022-07-28,23.8,17.0,30.9,0.0
2022-07-29,21.2,17.5,25.3,0.0
2022-07-30,20.4,15.1,26.4,0.0
2022-07-31,18.9,13.0,25.0,0.0
2022-08-01,19.8,12.4,25.9,0.0
2022-08-02,21.1,12.0,28.7,0.0
2022-08-03,21.5,13.2,28.8,0.0
2022-08-04,21.6,15.9,27.9,0.0
2022-08-05,24.2,16.3,30.9,0.0
2022-08-06,23.6,16.4,31.5,0.0
2022-08-07,22.9,14.8,31.7,0.0
2022-08-08,21.4,14.1,30.2,0.0
2022-08-09,23.2,14.6,30.4,0.0
2022-08-10,20.8,17.3,28.1,1.8
2022-08-11,20.9,16.4,26.0,0.0
2022-08-12,21.3,15.4,28.3,0.0
2022-08-13,21.9,15.4,29.8,0.0
2022-08-14,20.8,14.6,28.0,0.0
2022-08-15,21.9,14.0,30.0,0.0
2022-08-16,22.6,12.1,30.9,0.0
2022-08-17,21.7,15.5,26.9,0.0
2022-08-18,20.4,18.6,27.7,0.0
2022-08-19,17.8,15.6,20.3,20.2
2022-08-20,19.4,15.2,25.4,0.0
2022-08-21,19.7,11.1,27.5,0.0
2022-08-22,22.3,12.7,31.0,0.0
2022-08-23,21.9,14.2,30.9,0.0
2022-08-24,23.9,16.1,32.2,0.0
2022-08-25,23.4,15.4,32.1,0.0
2022-08-26,22.2,13.4,32.4,0.0
2022-08-27,22.7,13.1,32.6,0.0
2022-08-28,22.4,16.0,31.9,0.0
2022-08-29,24.4,16.6,31.9,0.0
2022-08-30,22.7,17.5,28.9,0.0
2022-08-31,21.5,17.7,27.2,0.0
2022-09-01,15.3,12.7,20.6,0.0
2022-09-02,10.7,6.7,15.7,0.0
2022-09-03,11.5,4.4,17.9,0.0
2022-09-04,11.9,6.4,16.2,0.0
2022-09-05,10.6,6.6,15.4,0.0
2022-09-06,8.2,5.0,12.6,0.0
2022-09-07,9.1,6.9,11.6,0.8
2022-09-08,9.6,6.8,14.0,0.8
2022-09-09,8.1,5.4,12.3,1.5
2022-09-10,8.0,3.7,15.4,0.0
2022-09-11,8.9,-0.5,16.5,0.0
2022-09-12,12.1,7.7,16.7,0.1
2022-09-13,10.6,8.8,13.5,7.1
2022-09-14,12.8,9.9,15.4,6.1
2022-09-15,11.1,8.6,13.2,3.7
2022-09-16,12.8,7.8,18.9,2.0
2022-09-17,15.3,12.1,20.0,2.0
2022-09-18,14.3,11.3,18.7,24.2
2022-09-19,15.0,12.4,18.9,20.1
2022-09-20,11.4,6.8,17.6,0.0
2022-09-21,10.9,5.8,18.9,0.0
2022-09-22,12.1,5.9,18.7,0.0
2022-09-23,12.4,9.8,14.6,0.0
2022-09-24,10.7,9.1,12.3,10.9
2022-09-25,7.7,6.5,10.0,2.5
2022-09-26,7.9,6.4,10.3,1.3
2022-09-27,7.9,2.5,11.8,4.1
2022-09-28,12.9,9.9,14.0,10.9
2022-09-29,10.4,9.9,15.6,0.2
2022-09-30,12.5,7.2,18.0,0.0
2022-10-01,14.4,12.8,17.8,9.7
2022-10-02,17.3,14.7,21.4,4.1
2022-10-03,13.2,10.5,18.6,3.1
2022-10-04,11.8,7.3,16.1,0.0
2022-10-05,9.7,7.5,12.6,8.9
2022-10-06,9.2,7.1,11.3,2.5
2022-10-07,10.9,7.7,15.4,0.0
2022-10-08,8.6,4.5,14.7,0.0
2022-10-09,10.4,3.7,17.5,0.0
2022-10-10,10.0,8.8,11.2,5.1
2022-10-11,10.1,9.3,12.4,4.1
2022-10-12,7.7,4.2,10.5,0.0
2022-10-13,5.3,1.2,9.6,0.0
2022-10-14,4.6,2.5,8.6,0.8
2022-10-15,5.6,0.9,9.1,0.0
2022-10-16,5.4,4.1,9.9,0.0
2022-10-17,7.4,-0.9,9.9,2.0
2022-10-18,10.3,3.7,13.6,5.6
2022-10-19,8.7,5.1,12.4,12.2
2022-10-20,6.2,4.3,8.7,0.3
2022-10-21,2.3,1.4,3.1,0.0
2022-10-22,3.5,1.6,5.4,0.5
2022-10-23,5.3,2.9,7.7,1.8
2022-10-24,6.4,2.9,8.5,5.3
2022-10-25,1.1,-2.3,6.1,0.0
2022-10-26,1.3,-4.3,5.1,1.1
2022-10-27,2.7,2.3,3.6,14.0
2022-10-28,1.8,1.3,2.6,0.3
2022-10-29,5.9,1.6,8.4,2.0
2022-10-30,8.9,3.7,12.2,5.0
2022-10-31,0.2,-1.3,1.4,0.8
2022-11-01,1.6,0.1,2.5,2.0
2022-11-02,-0.3,-0.8,2.3,0.1
2022-11-03,0.1,-0.8,0.7,0.0
2022-11-04,0.5,0.1,1.6,2.3
2022-11-05,0.8,0.1,1.5,0.5
2022-11-06,0.4,-0.2,1.1,0.0
2022-11-07,0.6,-0.6,1.6,0.0
2022-11-08,2.8,0.9,4.7,0.0
2022-11-09,3.7,2.2,7.0,1.0
2022-11-10,5.6,4.0,9.3,0.0
2022-11-11,4.7,3.0,6.4,0.0
2022-11-12,8.1,5.2,11.1,2.5
2022-11-13,7.7,4.4,10.7,1.1
2022-11-14,0.7,-2.3,3.9,0.0
2022-11-15,-2.3,-4.5,0.2,0.0
2022-11-16,-2.7,-3.5,-1.3,4.1
2022-11-17,-2.6,-3.1,-1.7,3.0
2022-11-18,-1.6,-3.5,0.2,7.8
2022-11-19,-4.2,-5.5,-2.1,0.0
2022-11-20,-1.5,-4.2,-0.6,4.1
2022-11-21,-1.5,-2.8,-0.2,0.0
2022-11-22,0.8,-1.4,2.3,13.9
2022-11-23,2.2,0.9,3.2,7.9
2022-11-24,-1.3,-4.6,0.6,0.1
2022-11-25,-2.9,-3.5,-2.3,0.0
2022-11-26,-1.1,-3.2,0.9,0.0
2022-11-27,-1.3,-2.3,0.3,0.0
2022-11-28,-5.2,-6.4,-2.9,0.0
2022-11-29,-8.3,-12.6,-2.6,0.0
2022-11-30,-8.4,-9.1,-4.6,0.0
2022-12-01,-10.2,-14.0,-5.6,0.0
2022-12-02,-8.9,-14.4,-3.7,0.0
2022-12-03,-8.5,-9.9,-6.4,0.0
2022-12-04,-12.3,-14.4,-8.0,0.0
2022-12-05,-13.7,-17.0,-7.9,0.0
2022-12-06,-12.6,-16.7,-8.0,0.0
2022-12-07,-11.3,-13.7,-7.6,0.0
2022-12-08,-9.2,-13.6,-5.4,3.0
2022-12-09,-3.9,-6.9,-1.9,7.9
2022-12-10,-1.2,-2.9,0.8,6.0
2022-12-11,1.4,-1.3,2.4,10.9
2022-12-12,0.3,-1.5,1.5,0.0
2022-12-13,-4.9,-7.0,-1.4,0.0
2022-12-14,-3.2,-7.0,-0.7,3.7
2022-12-15,-4.9,-6.3,-2.5,0.0
2022-12-16,-3.1,-5.8,-1.7,0.8
2022-12-17,-0.8,-3.3,1.2,7.9
2022-12-18,0.6,-5.7,6.1,6.7
2022-12-19,-6.7,-8.7,-3.8,0.5
2022-12-20,-4.4,-6.2,-3.0,0.0
2022-12-21,-2.5,-5.6,-1.4,0.0
2022-12-22,0.2,-2.4,0.9,0.0
2022-12-23,1.9,0.7,2.6,4.7
2022-12-24,1.3,0.6,2.4,2.0
2022-12-25,0.1,-1.4,1.3,1.8
2022-12-26,-3.3,-3.9,-2.1,0.0
2022-12-27,-2.3,-4.8,-0.9,0.3
2022-12-28,-3.6,-4.0,-1.3,10.9
2022-12-29,-1.7,-3.9,-1.0,0.3
2022-12-30,0.3,-1.7,1.1,1.0
2022-12-31,1.1,0.2,1.9,2.0
2023-01-01,1.4,0.4,4.5,0.5
2023-01-02,2.4,-3.7,6.1,0.5
2023-01-03,0.4,-2.3,4.2,16.0
2023-01-04,-0.7,-5.0,2.8,0.8
2023-01-05,-2.4,-3.5,-1.4,5.1
2023-01-06,-18.1,-24.6,-2.7,2.0
2023-01-07,-23.4,-25.2,-23.2,0.0
2023-01-08,-16.3,-23.8,-13.0,0.0
2023-01-09,-21.6,-24.4,-16.7,0.3
2023-01-10,-22.1,-25.1,-17.2,0.0
2023-01-11,-18.1,-23.5,-14.0,0.0
2023-01-12,-10.7,-15.9,-9.2,0.0
2023-01-13,-6.7,-8.7,-5.6,0.0
2023-01-14,-5.9,-7.2,-4.0,0.0
2023-01-15,-7.8,-9.2,-5.0,0.0
2023-01-16,-6.1,-8.8,-3.9,0.8
2023-01-17,-3.7,-6.8,-1.3,0.5
2023-01-18,-4.5,-5.9,-1.1,0.0
2023-01-19,-3.2,-5.9,-1.4,0.0
2023-01-20,-3.0,-5.1,-2.7,0.3
2023-01-21,-7.7,-8.7,-5.9,0.0
2023-01-22,-6.7,-9.2,-3.1,0.0
2023-01-23,-6.6,-10.1,-0.7,0.0
2023-01-24,-8.4,-14.2,-3.6,0.0
2023-01-25,-7.7,-10.9,-2.7,0.0
2023-01-26,-7.6,-10.6,-4.5,0.0
2023-01-27,-5.2,-10.3,-2.6,0.0
2023-01-28,-5.0,-6.4,-3.0,0.0
2023-01-29,-8.2,-11.1,-5.4,0.5
2023-01-30,-5.6,-7.7,-4.2,1.0
2023-01-31,-3.5,-5.1,-1.9,0.0
2023-02-01,-2.3,-3.4,0.2,1.5
2023-02-02,-2.0,-3.8,-0.3,5.1
2023-02-03,-1.8,-3.5,-0.2,0.3
2023-02-04,-0.9,-4.3,0.3,0.2
2023-02-05,-4.8,-8.4,-2.1,0.0
2023-02-06,-9.9,-9.6,-5.9,0.0
2023-02-07,-10.2,-16.4,-5.1,0.0
2023-02-08,-8.6,-13.3,-6.6,0.0
2023-02-09,-5.5,-7.3,-1.5,0.0
2023-02-10,-5.1,-7.3,-3.1,0.0
2023-02-11,-3.9,-5.6,-0.4,0.3
2023-02-12,-3.0,-4.6,-0.8,6.0
2023-02-13,-6.4,-8.3,-3.5,1.2
2023-02-14,-3.9,-7.2,-2.0,7.1
2023-02-15,-6.8,-8.7,-4.5,0.5
2023-02-16,-7.5,-9.3,-6.0,0.5
2023-02-17,-5.8,-9.4,-3.6,0.0
2023-02-18,-4.9,-9.1,-1.0,1.0
2023-02-19,-7.3,-8.2,-6.1,1.8
2023-02-20,-4.4,-8.0,-1.6,4.1
2023-02-21,-6.9,-12.4,-2.8,0.8
2023-02-22,-14.3,-17.1,-11.8,0.8
2023-02-23,-13.3,-16.8,-9.3,0.0
2023-02-24,-9.1,-14.1,-3.8,0.3
2023-02-25,-1.1,-6.8,0.6,1.5
2023-02-26,2.3,0.3,3.3,2.0
2023-02-27,-1.4,-6.0,1.1,0.0
2023-02-28,-2.8,-4.6,-1.3,0.0
2023-03-01,-3.9,-8.2,-2.1,1.0
2023-03-02,-4.8,-8.2,-1.7,0.0
2023-03-03,1.5,-5.5,2.5,1.4
2023-03-04,-0.1,-1.7,0.2,1.9
2023-03-05,-1.4,-3.4,-0.6,2.0
2023-03-06,-2.2,-8.0,0.3,0.3
2023-03-07,-3.3,-9.6,1.1,0.0
2023-03-08,0.1,-6.1,2.2,2.3
2023-03-09,3.7,1.4,6.8,0.5
2023-03-10,-0.6,-8.9,3.7,3.0
2023-03-11,-0.4,-5.7,3.1,0.1
2023-03-12,4.9,-1.5,8.8,11.9
2023-03-13,-0.6,-2.1,1.3,0.0
2023-03-14,1.6,-3.2,4.8,0.0
2023-03-15,3.3,0.0,5.5,0.0
2023-03-16,5.4,2.7,9.8,0.0
2023-03-17,1.8,0.4,4.8,4.1
2023-03-18,0.6,-2.0,4.7,0.0
2023-03-19,1.1,-1.0,4.2,0.0
2023-03-20,2.7,0.1,5.3,0.0
2023-03-21,3.7,1.9,7.1,0.5
2023-03-22,4.2,0.4,7.8,0.0
2023-03-23,7.3,1.2,13.5,0.2
2023-03-24,7.8,4.7,10.2,2.0
2023-03-25,7.8,1.9,13.2,0.3
2023-03-26,11.3,7.8,14.9,0.0
2023-03-27,8.1,3.9,11.0,0.0
2023-03-28,7.8,-0.8,13.8,0.0
2023-03-29,8.3,5.0,11.2,0.0
2023-03-30,6.5,4.9,10.3,0.5
2023-03-31,2.3,0.9,5.1,4.1
2023-04-01,5.0,0.3,9.3,2.3
2023-04-02,8.1,5.0,13.5,0.0
2023-04-03,8.2,0.6,15.5,0.0
2023-04-04,8.2,2.5,13.2,5.1
2023-04-05,10.3,1.8,17.7,0.0
2023-04-06,13.0,7.8,19.9,0.0
2023-04-07,7.9,2.4,11.4,0.0
2023-04-08,5.6,-0.7,12.3,0.0
2023-04-09,7.8,-0.4,14.2,0.0
2023-04-10,9.6,1.9,15.4,0.0
2023-04-11,10.6,4.4,17.9,0.0
2023-04-12,10.7,0.4,18.5,0.0
2023-04-13,13.0,6.2,17.7,0.0
2023-04-14,4.8,2.0,7.9,0.0
2023-04-15,3.6,-1.7,10.5,0.0
2023-04-16,5.8,-3.7,15.0,0.0
2023-04-17,9.2,-2.8,17.8,0.0
2023-04-18,11.4,4.9,18.3,0.0
2023-04-19,10.8,2.1,19.4,0.0
2023-04-20,12.2,4.7,19.3,0.0
2023-04-21,9.4,6.5,13.0,0.0
2023-04-22,10.1,6.4,15.8,1.0
2023-04-23,12.2,2.7,20.2,0.0
2023-04-24,11.8,4.5,19.7,0.0
2023-04-25,10.1,5.0,12.5,4.1
2023-04-26,11.8,9.2,15.6,4.1
2023-04-27,15.4,8.1,20.5,0.0
2023-04-28,17.1,10.6,23.5,0.3
2023-04-29,11.4,5.9,19.0,2.0
2023-04-30,10.5,5.2,15.3,8.1
2023-05-01,9.8,8.7,11.7,0.5
2023-05-02,6.4,4.0,8.3,7.4
2023-05-03,12.4,2.5,19.9,0.0
2023-05-04,14.3,6.5,20.3,0.0
2023-05-05,12.6,8.5,17.5,0.0
2023-05-06,6.4,2.6,10.7,2.0
2023-05-07,4.9,-0.5,10.2,0.0
2023-05-08,6.6,-2.6,12.8,0.0
2023-05-09,7.5,-0.6,14.4,0.0
2023-05-10,10.6,1.6,16.5,0.0
2023-05-11,11.9,6.3,18.1,0.0
2023-05-12,15.0,9.0,21.3,0.0
2023-05-13,17.9,11.3,24.5,0.0
2023-05-14,15.7,9.4,21.7,0.0
2023-05-15,12.2,6.4,18.9,0.0
2023-05-16,14.0,4.9,21.7,0.0
2023-05-17,16.6,6.7,25.0,0.0
2023-05-18,18.8,10.9,26.5,0.0
2023-05-19,19.3,10.5,26.7,0.0
2023-05-20,12.9,11.0,18.1,0.0
2023-05-21,14.9,8.6,22.4,0.0
2023-05-22,19.8,10.9,26.6,0.0
2023-05-23,18.8,13.8,24.5,1.0
2023-05-24,19.8,14.9,26.3,2.6
2023-05-25,20.1,13.0,27.7,2.0
2023-05-26,20.6,14.9,26.2,0.3
2023-05-27,20.1,14.6,25.9,0.0
2023-05-28,17.4,12.7,22.7,0.8
2023-05-29,15.4,7.9,22.4,0.0
2023-05-30,14.6,8.6,18.0,2.0
2023-05-31,16.6,11.7,23.8,0.3
2023-06-01,14.6,6.5,22.8,0.0
2023-06-02,18.4,8.1,25.7,0.0
2023-06-03,19.0,13.0,27.2,0.3
2023-06-04,12.7,7.5,17.9,3.0
2023-06-05,13.6,6.8,19.1,0.0
2023-06-06,15.3,5.8,21.7,0.0
2023-06-07,17.6,7.0,24.2,0.0
2023-06-08,19.0,9.8,25.5,0.0
2023-06-09,19.4,10.1,24.2,1.0
2023-06-10,16.1,12.6,20.9,1.4
2023-06-11,14.4,9.9,19.2,0.0
2023-06-12,13.9,9.5,19.4,0.0
2023-06-13,13.7,10.8,18.8,2.0
2023-06-14,17.4,12.6,22.0,1.0
2023-06-15,16.9,15.4,19.2,0.0
2023-06-16,19.1,15.2,22.5,0.2
2023-06-17,21.5,13.5,28.8,0.0
2023-06-18,15.9,12.1,22.7,0.0
2023-06-19,16.3,8.6,22.2,0.0
2023-06-20,15.7,7.8,23.1,0.5
2023-06-21,12.9,8.5,18.0,1.0
2023-06-22,16.3,4.7,23.0,0.0
2023-06-23,15.9,11.7,18.8,2.0
2023-06-24,19.0,13.3,27.3,2.0
2023-06-25,17.1,12.2,23.7,0.0
2023-06-26,18.4,10.8,23.2,0.0
2023-06-27,15.4,13.7,19.8,2.0
2023-06-28,16.4,12.3,20.3,6.3
2023-06-29,15.9,14.5,18.4,10.3
2023-06-30,16.5,14.0,18.4,11.9
2023-07-01,16.8,12.4,22.1,6.1
